"owner_id","owner_tag","location_count","classified_location_count","solver_size","solve_mode","exact_status","runtime_status","runtime_gate_possible","runtime_gate_passed","runtime_strategy","runtime_strategy_name","runtime_approx_reason","runtime_approx_reason_name","candidate_attempt_count","candidate_count","candidate_gate_count","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation","factor_nobles","factor_clergy","factor_burghers","factor_lower","selected_average_improvement_ratio","selected_average_absolute_improvement","total_residual","raw_total_residual"
"1400","BOW","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01032","0.01032","0.00006","0.00006","0.00000","0.00000","-0.01038","-0.01038","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1401","BTN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02316","0.02316","0.00622","0.00622","0.00000","0.00000","-0.02939","-0.02939","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1402","MKG","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00690","0.00690","-0.00044","-0.00044","0.00000","0.00000","-0.00646","-0.00646","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1403","KNW","4","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04122","0.04122","-0.02611","-0.02611","0.00000","0.00000","-0.01512","-0.01512","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1404","MRN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00541","0.00541","0.00187","0.00187","0.00000","0.00000","-0.00728","-0.00728","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1405","CIN","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.01150","0.01150","0.00333","0.00333","0.00011","0.00011","-0.01494","-0.01494","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1406","KLS","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00713","0.00713","0.00157","0.00157","0.00000","0.00000","-0.00869","-0.00869","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1407","WUN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02979","0.02979","-0.00892","-0.00892","0.00000","0.00000","-0.02089","-0.02089","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1408","BNE","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01621","0.01621","0.00404","0.00404","0.00000","0.00000","-0.02026","-0.02026","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1409","SDR","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01682","0.01682","0.00401","0.00401","0.00000","0.00000","-0.02084","-0.02084","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1410","RRU","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04984","0.04984","-0.02463","-0.02463","0.00000","0.00000","-0.02523","-0.02523","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1411","SIG","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.04081","0.04081","-0.03750","-0.03750","0.01987","0.01987","-0.02319","-0.02319","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1412","PKR","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","-0.01974","-0.01974","0.01898","0.01898","0.01127","0.01127","-0.01050","-0.01050","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1413","SLP","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.19144","0.19144","0.01848","0.01848","-0.00429","-0.00429","-0.20566","-0.20566","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1414","BIM","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01327","0.01327","-0.00460","-0.00460","0.00000","0.00000","-0.00867","-0.00867","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1415","DOM","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.11301","0.11301","-0.04179","-0.04179","0.00856","0.00856","-0.07980","-0.07980","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1416","NGL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.34138","0.34138","-0.05009","-0.05009","0.00000","0.00000","-0.29130","-0.29130","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1417","TLW","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.03062","0.03062","0.00416","0.00416","0.00181","0.00181","-0.03660","-0.03660","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1418","LRT","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01439","0.01439","0.00549","0.00549","0.00000","0.00000","-0.01988","-0.01988","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1419","WHL","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","-0.07212","-0.07212","0.03596","0.03596","0.01020","0.01020","0.02596","0.02596","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1420","BAC","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.20590","0.20590","-0.05327","-0.05327","0.00000","0.00000","-0.15263","-0.15263","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1421","TER","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.89323","0.89323","-0.35905","-0.35905","-0.45812","-0.45812","-0.07607","-0.07607","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1422","TID","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.34641","0.34641","-0.13369","-0.13369","0.14742","0.14742","-0.36014","-0.36014","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1423","LOL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02141","0.02141","-0.00172","-0.00172","0.00000","0.00000","-0.01969","-0.01969","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1424","JLO","5","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.14434","-0.14434","0.03488","0.03488","0.00000","0.00000","0.10945","0.10945","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1425","MOO","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00814","0.00814","-0.00811","-0.00811","0.00000","0.00000","-0.00002","-0.00002","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1426","SUL","4","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.09825","0.09825","-0.03421","-0.03421","0.00000","0.00000","-0.06404","-0.06404","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1427","MYI","6","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03637","0.03637","0.00207","0.00207","0.00000","0.00000","-0.03846","-0.03846","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1428","CEB","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13639","0.13639","-0.05579","-0.05579","0.00000","0.00000","-0.08064","-0.08064","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1429","TDO","5","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.46061","0.46061","-0.28174","-0.28174","0.00000","0.00000","-0.17888","-0.17888","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1430","MNA","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.14749","0.14749","-0.17145","-0.17145","0.21981","0.21981","-0.19588","-0.19588","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1431","MDY","8","8","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.25029","0.25029","-0.13586","-0.13586","0.00000","0.00000","-0.11445","-0.11445","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1432","PGS","5","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.30622","0.30622","-0.27751","-0.27751","0.00000","0.00000","-0.02870","-0.02870","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1433","BTU","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02961","0.02961","-0.01507","-0.01507","0.00000","0.00000","-0.01457","-0.01457","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1434","MGD","5","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01429","0.01429","-0.00536","-0.00536","0.00000","0.00000","-0.00893","-0.00893","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1435","KIM","5","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01055","0.01055","-0.00100","-0.00100","0.00000","0.00000","-0.00955","-0.00955","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1436","LNO","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00299","0.00299","-0.00265","-0.00265","0.00000","0.00000","-0.00036","-0.00036","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1437","IBL","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.29916","0.29916","-0.28709","-0.28709","0.00000","0.00000","-0.01212","-0.01212","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1438","PLL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00102","0.00102","-0.00030","-0.00030","0.00000","0.00000","-0.00072","-0.00072","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1439","TYY","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01165","0.01165","-0.00258","-0.00258","0.00000","0.00000","-0.00906","-0.00906","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1440","KML","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00382","0.00382","-0.00146","-0.00146","0.00000","0.00000","-0.00237","-0.00237","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1441","CNT","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03760","0.03760","-0.00712","-0.00712","0.00000","0.00000","-0.03049","-0.03049","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1442","KAM","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00117","-0.00117","0.00119","0.00119","0.00000","0.00000","-0.00005","-0.00005","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1443","BOL","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00857","0.00857","-0.00470","-0.00470","0.00000","0.00000","-0.00385","-0.00385","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"1444","SML","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01441","0.01441","-0.01294","-0.01294","0.00000","0.00000","-0.00145","-0.00145","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"1449","ABA","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.12505","0.12505","-0.02809","-0.02809","0.00558","0.00558","-0.10256","-0.10256","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1450","ANC","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.01242","0.01242","0.00329","0.00329","0.04411","0.04411","-0.05987","-0.05987","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1451","AQU","11","10","3","3","-7","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","4","0","-0.92298","-0.92298","0.10578","0.10578","0.30469","0.30469","0.51234","0.51234","1.00000","1.00000","1.00000","1.00000","","","","-0.00017"
"1452","ARB","8","8","3","3","-2","1","1","1","2","improvement_l2","0","none","11","6","2","0.09655","0.03370","-0.06555","-0.04369","-0.00058","0.00000","-0.03051","0.01000","0.45855","0.00000","1.07327","1.64553","0.66006","0.02645","-0.00004","-0.00009"
"1454","ASC","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02701","0.02701","0.02865","0.02865","0.38234","0.38234","-0.43803","-0.43803","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1455","ASD","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.73881","0.73881","-0.44167","-0.44167","0.23500","0.23500","-0.53216","-0.53216","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1456","ATI","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.58704","0.58704","-0.00372","-0.00372","0.10396","0.10396","-0.68730","-0.68730","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1457","BLG","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","3","0","1.42434","1.42434","-0.62919","-0.62919","0.90595","0.90595","-1.70121","-1.70121","1.00000","1.00000","1.00000","1.00000","","","","-0.00011"
"1461","CDC","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.29500","0.29500","-0.09958","-0.09958","0.00171","0.00171","-0.19714","-0.19714","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1463","CES","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","2","0","0.13886","0.13886","-0.13171","-0.13171","0.43904","0.43904","-0.44621","-0.44621","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1464","CEV","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.17947","0.17947","-0.04886","-0.04886","0.00000","0.00000","-0.13060","-0.13060","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1466","CHX","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.13830","0.13830","-0.02627","-0.02627","0.00422","0.00422","-0.11626","-0.11626","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1467","CMR","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.63860","0.63860","-0.11374","-0.11374","0.00000","0.00000","-0.52486","-0.52486","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1468","CNV","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.31347","0.31347","-0.12744","-0.12744","0.00047","0.00047","-0.18651","-0.18651","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1470","COT","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.20035","0.20035","-0.03945","-0.03945","0.00749","0.00749","-0.16840","-0.16840","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1472","CRR","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.16555","-0.16555","0.02300","0.02300","0.00000","0.00000","0.14253","0.14253","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1474","FAE","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.04370","0.04370","-0.00998","-0.00998","0.00229","0.00229","-0.03603","-0.03603","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1476","FER","8","7","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","4","0","1.11628","1.11628","-0.27199","-0.27199","0.43606","0.43606","-1.28049","-1.28049","1.00000","1.00000","1.00000","1.00000","","","","-0.00014"
"1477","FLO","5","5","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","3.63213","3.43097","-1.03106","-0.53260","5.48885","4.89472","-8.09010","-7.79283","0.00000","12.66999","0.00000","1.30066","0.17093","0.39773","-0.00005","-0.00018"
"1478","FRM","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13078","0.13078","-0.04189","-0.04189","0.00000","0.00000","-0.08891","-0.08891","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1480","GEN","19","10","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","1.95715","1.95715","-0.35714","-0.35714","2.79202","2.79202","-4.39228","-4.39228","1.00000","1.00000","1.00000","1.00000","","","","-0.00025"
"1481","GUB","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.41669","0.41669","-0.08326","-0.08326","0.00000","0.00000","-0.33343","-0.33343","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1482","IMO","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","-0.35177","-0.35177","0.12734","0.12734","0.61749","0.61749","-0.39308","-0.39308","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1483","LCA","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.42235","0.42235","-0.21091","-0.21091","0.01166","0.01166","-0.22311","-0.22311","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1485","LUC","3","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","3","0","0.85151","0.85151","-0.70334","-0.70334","1.39338","1.39338","-1.54162","-1.54162","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1486","MAN","8","8","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","4","0","0.81684","0.81684","-0.05868","-0.05868","0.35274","0.35274","-1.11104","-1.11104","1.00000","1.00000","1.00000","1.00000","","","","-0.00014"
"1487","MFA","3","3","3","3","-1","1","1","1","2","improvement_l2","0","none","7","4","2","0.86455","0.58430","-0.23024","-0.13399","0.06449","0.02503","-0.69884","-0.47531","0.00000","2.76847","0.00000","1.90974","0.41847","0.15986","-0.00005","-0.00004"
"1488","MLO","29","23","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","6","0","-0.25240","-0.25240","0.03645","0.03645","0.89451","0.89451","-0.67903","-0.67903","1.00000","1.00000","1.00000","1.00000","","","","-0.00047"
"1489","MND","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08123","0.08123","-0.01463","-0.01463","0.00000","0.00000","-0.06661","-0.06661","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1491","MSO","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.23538","0.23538","-0.04561","-0.04561","0.00000","0.00000","-0.18978","-0.18978","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1492","MSP","3","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.31033","0.31033","-0.02019","-0.02019","0.00000","0.00000","-0.29016","-0.29016","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1493","MTA","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.27275","0.27275","-0.28023","-0.28023","0.43049","0.43049","-0.42301","-0.42301","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1494","NAP","65","62","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","1","-1.20547","0.29401","0.32217","0.01311","6.99235","4.40237","-6.10994","-4.70990","0.00000","0.69688","0.88140","1.68144","0.57873","1.30256","-0.00018","-0.00089"
"1496","PAD","3","3","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.51026","0.51026","-0.13474","-0.13474","0.12357","0.12357","-0.49918","-0.49918","1.00000","1.00000","1.00000","1.00000","","","","-0.00009"
"1497","PAP","20","20","3","3","-2","1","1","1","2","improvement_l2","0","none","11","6","3","-1.57909","0.23525","0.98013","0.34131","1.58847","-0.18307","-0.98999","-0.39352","4.01463","0.00000","0.88280","0.60984","0.74750","0.99612","-0.00006","-0.00048"
"1498","PAR","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.41634","0.41634","-0.20247","-0.20247","0.45881","0.45881","-0.67278","-0.67278","1.00000","1.00000","1.00000","1.00000","","","","-0.00010"
"1499","PAV","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","0.13877","0.13877","0.22474","0.22474","1.23960","1.23960","-1.60317","-1.60317","1.00000","1.00000","1.00000","1.00000","","","","-0.00006"
"1501","PEA","3","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.16580","0.16580","-0.15691","-0.15691","0.26104","0.26104","-0.26998","-0.26998","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1502","PES","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.07588","0.07588","0.02595","0.02595","-0.01407","-0.01407","-0.08777","-0.08777","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1503","PIE","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","0.68800","0.68800","-0.26102","-0.26102","-0.00058","-0.00058","-0.42646","-0.42646","1.00000","1.00000","1.00000","1.00000","","","","-0.00006"
"1505","PIS","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","6","0","0.87344","0.87344","0.16246","0.16246","0.02316","0.02316","-1.05913","-1.05913","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1506","PRA","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.18175","0.18175","0.05778","0.05778","0.23636","0.23636","-0.47592","-0.47592","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1507","PST","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.46805","0.46805","0.20949","0.20949","-0.01897","-0.01897","-0.65859","-0.65859","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1508","PTG","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.38708","0.38708","-0.14073","-0.14073","0.01838","0.01838","-0.26473","-0.26473","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1509","RAV","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.12206","0.12206","0.11777","0.11777","0.29147","0.29147","-0.53133","-0.53133","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1511","RIM","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","-0.12536","-0.12536","-0.29376","-0.29376","0.73067","0.73067","-0.31156","-0.31156","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1512","SAL","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.20505","0.20505","-0.05814","-0.05814","0.00000","0.00000","-0.14694","-0.14694","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1513","SIC","22","22","3","3","-2","1","1","1","2","improvement_l2","0","none","11","4","1","0.27110","0.01607","-1.62699","0.30285","5.94202","3.84021","-4.58650","-4.15887","0.00000","5.73356","0.00000","1.74943","0.55043","1.02718","-0.00004","-0.00037"
"1514","SIE","5","5","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","3","0","0.52061","0.52061","-0.15271","-0.15271","0.54396","0.54396","-0.91194","-0.91194","1.00000","1.00000","1.00000","1.00000","","","","-0.00008"
"1519","TTE","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.18896","0.18896","0.06430","0.06430","0.04808","0.04808","-0.30135","-0.30135","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1520","TTN","2","2","3","3","-1","1","1","1","2","improvement_l2","0","none","3","3","1","0.98299","0.91396","-0.43408","-0.40978","0.01002","-0.00178","-0.55898","-0.50239","0.00000","0.00000","0.59906","1.54631","0.26244","0.03954","-0.00003","-0.00005"
"1521","URB","3","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.30429","0.30429","-0.15133","-0.15133","-0.02365","-0.02365","-0.12934","-0.12934","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1522","VEN","14","6","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","1.12366","1.07018","-0.95754","-0.92381","2.47184","2.40284","-2.63802","-2.54922","0.00000","0.00000","0.96684","2.12447","0.03609","0.06124","-0.00005","-0.00006"
"1523","VER","20","12","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","1.71855","1.71855","-0.88323","-0.88323","2.53515","2.53515","-3.37072","-3.37072","1.00000","1.00000","1.00000","1.00000","","","","-0.00025"
"1525","VLT","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.13607","0.13607","0.04146","0.04146","0.13776","0.13776","-0.31533","-0.31533","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1530","VUN","3","3","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.04359","0.04359","-0.01909","-0.01909","-0.04316","-0.04316","0.01865","0.01865","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1531","NSU","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.10987","-0.10987","0.04042","0.04042","0.00000","0.00000","0.06944","0.06944","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1532","MPE","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00694","-0.00694","-0.12350","-0.12350","0.00000","0.00000","0.13044","0.13044","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1533","VNA","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.09171","0.09171","-0.07236","-0.07236","0.00000","0.00000","-0.01934","-0.01934","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1534","MBT","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01924","-0.01924","0.01246","0.01246","0.00000","0.00000","0.00678","0.00678","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1536","MOM","7","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02764","-0.02764","-0.02223","-0.02223","0.00000","0.00000","0.04985","0.04985","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1544","HOL","8","8","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","0.71807","0.71807","-0.59346","-0.59346","0.98136","0.98136","-1.10615","-1.10615","1.00000","1.00000","1.00000","1.00000","","","","-0.00018"
"1545","ZEE","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.37259","0.37259","-0.59806","-0.59806","0.61639","0.61639","-0.39096","-0.39096","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
